Customer_ID,Month,Customer_Lifetime_Value,Churn_Rate,Net_Promoter_Score,Account_Balance,Age,Gender,City,State
1037,2023-08-01 15:20:42.193997,2827,0.24044731087855883,1,297,28,Female,Miami,TX
1038,2023-08-01 15:20:42.193999,4082,0.05424198732666007,0,27948,76,Female,New York,IL
1039,2023-08-01 15:20:42.194001,3897,0.35094827532753214,2,49911,76,Male,Los Angeles,NY
1040,2023-08-01 15:20:42.194003,1869,0.2609255985666477,2,11511,69,Female,Los Angeles,FL
1041,2023-08-01 15:20:42.194006,988,0.34855949167020833,6,35253,18,Female,Miami,FL
1042,2023-08-01 15:20:42.194008,2302,0.17712251201462667,8,47125,40,Male,Chicago,NY
1043,2023-08-01 15:20:42.194010,4561,0.35093435567909026,6,46943,33,Female,New York,TX
1044,2023-08-01 15:20:42.194012,1123,0.2820483976837365,0,2149,18,Male,Los Angeles,NY
1045,2023-08-01 15:20:42.194014,4223,0.2835637922674778,10,7258,26,Male,Chicago,IL
1046,2023-08-01 15:20:42.194016,3670,0.35317533668665796,2,4599,41,Female,Chicago,FL
1047,2023-08-01 15:20:42.194018,3691,0.4450073483928703,3,12974,53,Male,New York,TX
1048,2023-08-01 15:20:42.194020,1945,0.337804244809972,2,2657,42,Male,Chicago,IL
1049,2023-08-01 15:20:42.194022,3461,0.08879594519457433,1,12069,71,Female,Houston,TX
1050,2023-08-01 15:20:42.194024,3734,0.32946101715627424,8,28743,50,Female,Miami,CA
1051,2023-08-01 15:20:42.194026,4993,0.1694458520980412,3,22499,25,Female,Chicago,CA
1052,2023-08-01 15:20:42.194028,1718,0.3322303172271682,0,4655,76,Female,New York,CA
1053,2023-08-01 15:20:42.194030,3946,0.13272629111673623,5,47433,68,Female,Los Angeles,TX
1054,2023-08-01 15:20:42.194033,2985,0.45398840598209145,10,49477,38,Female,Miami,TX
1055,2023-08-01 15:20:42.194035,1459,0.4334421068852325,2,37510,81,Male,Los Angeles,IL
1056,2023-08-01 15:20:42.194037,3620,0.03136584815967254,4,43625,54,Female,Los Angeles,CA
1057,2023-08-01 15:20:42.194039,2827,0.17206764928855173,4,49858,77,Male,Miami,CA
1058,2023-08-01 15:20:42.194041,1639,0.154279957114097,4,35843,50,Female,Miami,TX
1059,2023-08-01 15:20:42.194043,3827,0.2477871383953947,1,34684,71,Female,Chicago,NY
1060,2023-08-01 15:20:42.194045,1069,0.4657082490573076,7,45781,49,Female,Chicago,TX
1061,2023-08-01 15:20:42.194047,4514,0.495126386551089,1,16638,19,Male,Chicago,TX
1062,2023-08-01 15:20:42.194049,4557,0.37297662269956017,0,40428,60,Female,Chicago,CA
1063,2023-08-01 15:20:42.194051,4841,0.18615066409768002,9,19290,43,Female,Houston,IL
1064,2023-08-01 15:20:42.194053,2341,0.4348654361042508,9,24476,53,Female,New York,IL
1065,2023-08-01 15:20:42.194055,4615,0.32848232608110495,2,13503,83,Female,Houston,NY
1066,2023-08-01 15:20:42.194057,3274,0.3392928062946477,2,28412,75,Male,Chicago,IL
1067,2023-08-01 15:20:42.194059,1074,0.49110203527216023,5,31389,66,Male,New York,TX
1068,2023-08-01 15:20:42.194062,2215,0.029029019870417366,5,15438,77,Female,Chicago,NY
1069,2023-08-01 15:20:42.194064,3160,0.26589919742685414,4,3151,22,Female,Miami,CA
1070,2023-08-01 15:20:42.194066,1376,0.10524621665748778,2,39834,57,Female,Los Angeles,FL
1071,2023-08-01 15:20:42.194068,4864,0.4850730648859379,9,18177,36,Female,Los Angeles,NY
1072,2023-08-01 15:20:42.194070,619,0.14270780311841638,9,47130,79,Female,Chicago,IL
1073,2023-08-01 15:20:42.194072,3338,0.2198740927206528,4,1181,18,Female,Chicago,TX
1074,2023-08-01 15:20:42.194074,3349,0.1274958059871276,5,49811,18,Female,Los Angeles,CA
1075,2023-08-01 15:20:42.194076,3843,0.26318116613901765,4,47993,84,Male,Houston,CA
1076,2023-08-01 15:20:42.194078,3647,0.2873582331420974,2,13384,74,Male,Los Angeles,CA
1077,2023-08-01 15:20:42.194080,3856,0.06687559384838895,4,44178,79,Male,Chicago,TX
1078,2023-08-01 15:20:42.194082,3559,0.09591183224577587,9,35347,56,Male,New York,CA
1079,2023-08-01 15:20:42.194084,2135,0.09486891625590743,4,26746,27,Male,Houston,TX
1080,2023-08-01 15:20:42.194086,3349,0.13783787543743983,9,23389,36,Female,New York,TX
1081,2023-08-01 15:20:42.194088,2989,0.255509543118477,7,9640,21,Female,Los Angeles,CA
1082,2023-08-01 15:20:42.194091,3587,0.044578686226210626,6,31077,49,Female,Chicago,TX
1083,2023-08-01 15:20:42.194093,4046,0.40246515439437586,1,12038,50,Male,Los Angeles,IL
1084,2023-08-01 15:20:42.194095,4500,0.4074900466006415,10,38255,84,Male,New York,NY
1085,2023-08-01 15:20:42.194097,4413,0.11127533633960524,1,32096,52,Female,Los Angeles,CA
1086,2023-08-01 15:20:42.194099,3274,0.044882437745512205,7,23232,43,Female,Los Angeles,NY
1087,2023-08-01 15:20:42.194101,2125,0.17690603903747762,2,41676,24,Female,Houston,FL
1088,2023-08-01 15:20:42.194103,3767,0.3495162757590503,1,26192,46,Male,Houston,NY
1089,2023-08-01 15:20:42.194105,1228,0.4037056558885758,8,44525,41,Female,New York,IL
1090,2023-08-01 15:20:42.194107,3286,0.4953475195803299,3,37941,41,Female,Miami,IL
1091,2023-08-01 15:20:42.194109,4632,0.1269124612972667,6,5744,40,Female,Miami,CA
1092,2023-08-01 15:20:42.194111,3414,0.06053069572960698,0,45012,79,Male,New York,CA
1093,2023-08-01 15:20:42.194113,1095,0.4149641583927934,5,798,36,Female,Miami,CA
1094,2023-08-01 15:20:42.194115,895,0.4796853334727672,2,37039,26,Male,Miami,FL
1095,2023-08-01 15:20:42.194117,3002,0.4788324337119636,3,5586,33,Male,Los Angeles,IL
1096,2023-08-01 15:20:42.194119,3640,0.15367327813205162,8,31767,70,Male,Los Angeles,TX
1097,2023-08-01 15:20:42.194122,3722,0.39283506473088925,6,18640,70,Female,Houston,FL
1098,2023-08-01 15:20:42.194124,3482,0.4980063085948613,9,9448,52,Male,New York,IL
1099,2023-08-01 15:20:42.194126,1232,0.18194835615051858,1,37714,26,Male,Miami,TX
1100,2023-08-01 15:20:42.194128,1453,0.3129268510249679,5,1642,63,Female,New York,NY
1101,2023-08-01 15:20:42.194130,1691,0.04565387311845483,1,23422,83,Male,Chicago,NY
1102,2023-08-01 15:20:42.194132,2040,0.26152982265927255,5,27062,25,Female,Houston,IL
1103,2023-08-01 15:20:42.194134,1888,0.19161465206277656,3,26356,62,Female,Miami,NY
1104,2023-08-01 15:20:42.194136,1655,0.18160694088315363,2,6688,71,Female,New York,TX
1105,2023-08-01 15:20:42.194138,2714,0.21786878453101838,9,28278,56,Male,Chicago,TX
1106,2023-08-01 15:20:42.194140,4022,0.13430426519783797,1,9535,75,Female,Houston,FL
1107,2023-08-01 15:20:42.194144,955,0.0675878609207814,8,43018,18,Male,New York,TX
1108,2023-08-01 15:20:42.194146,2496,0.12637817093331027,8,34082,42,Male,Chicago,FL
1109,2023-08-01 15:20:42.194148,1323,0.2689013594356325,4,49385,75,Female,Chicago,NY
1110,2023-08-01 15:20:42.194150,4127,0.4891713276895927,4,20659,53,Male,Miami,CA
1111,2023-08-01 15:20:42.194152,1750,0.3507514503222573,8,48629,64,Male,Miami,FL
1112,2023-08-01 15:20:42.194155,1756,0.1162364622273807,0,42456,71,Male,New York,FL
1113,2023-08-01 15:20:42.194157,3830,0.4515674251405846,8,7214,29,Female,Chicago,IL
1114,2023-08-01 15:20:42.194159,1853,0.4757016271975138,7,25033,41,Female,Miami,TX
1115,2023-08-01 15:20:42.194161,1167,0.17447343175051197,9,46527,53,Female,Houston,TX
1116,2023-08-01 15:20:42.194163,4685,0.20025150815503737,1,33407,58,Female,New York,IL
1117,2023-08-01 15:20:42.194165,4275,0.2320880149461272,0,38188,50,Female,Houston,CA
1118,2023-08-01 15:20:42.194167,3008,0.34551827455140083,2,45545,64,Female,Los Angeles,IL
1119,2023-08-01 15:20:42.194169,2444,0.21493908778240325,7,23893,22,Female,Miami,NY
1120,2023-08-01 15:20:42.194171,1515,0.19446704977024432,0,35061,66,Female,Chicago,CA
1121,2023-08-01 15:20:42.194173,4658,0.20256482999964098,10,7038,66,Male,New York,FL
1122,2023-08-01 15:20:42.194175,4500,0.23965964829953545,2,8802,18,Male,Chicago,NY
1123,2023-08-01 15:20:42.194177,904,0.037623993358954284,5,12863,22,Male,Los Angeles,TX
1124,2023-08-01 15:20:42.194179,1960,0.29672327083948125,4,11016,34,Male,Los Angeles,TX
1125,2023-08-01 15:20:42.194181,2548,0.47748500335677396,3,22049,82,Female,Miami,IL
1126,2023-08-01 15:20:42.194183,2323,0.03297926921769776,7,14589,51,Male,Houston,NY
1127,2023-08-01 15:20:42.194185,2665,0.41737203013062557,1,37231,82,Female,New York,IL
1128,2023-08-01 15:20:42.194187,1577,0.4843071450655133,10,42908,34,Male,Miami,NY
1129,2023-08-01 15:20:42.194190,3314,0.024103511393536097,4,39864,31,Female,New York,IL
1130,2023-08-01 15:20:42.194192,2622,0.11435243913936625,5,13151,55,Female,Chicago,IL
1131,2023-08-01 15:20:42.194194,1829,0.2990596665587702,10,10309,69,Male,Los Angeles,IL
1132,2023-08-01 15:20:42.194196,4844,0.2618548496883073,7,42418,47,Male,Los Angeles,CA
1133,2023-08-01 15:20:42.194198,3677,0.43255821728590516,4,37760,21,Female,New York,TX
1134,2023-08-01 15:20:42.194200,637,0.46402793632913225,9,20063,51,Male,New York,TX
1135,2023-08-01 15:20:42.194202,4800,0.11247408762847194,10,12115,40,Female,Houston,TX
1136,2023-08-01 15:20:42.194204,3945,0.3518571111114966,3,45515,21,Male,New York,NY
1137,2023-08-01 15:20:42.194206,2219,0.21171399503518878,2,33534,49,Male,Miami,IL
1138,2023-08-01 15:20:42.194208,2469,0.3049483438150705,2,24054,38,Male,Chicago,CA
1139,2023-08-01 15:20:42.194210,4400,0.025584293927730914,5,39244,29,Female,Chicago,FL
1140,2023-08-01 15:20:42.194212,2893,0.44816645881900363,0,26429,62,Female,New York,IL
1141,2023-08-01 15:20:42.194214,2796,0.24576124308758368,5,10578,73,Female,Los Angeles,TX
1142,2023-08-01 15:20:42.194216,4702,0.46122747626058846,0,29821,53,Male,Los Angeles,FL
1143,2023-08-01 15:20:42.194218,2555,0.3766472482879926,3,402,73,Female,New York,NY
1144,2023-08-01 15:20:42.194220,1025,0.312944838049845,6,2225,19,Male,Los Angeles,FL
1145,2023-08-01 15:20:42.194223,864,0.04054726763050831,10,46491,24,Female,New York,CA
1146,2023-08-01 15:20:42.194225,2146,0.4237759295904781,10,38738,35,Female,Houston,FL
1147,2023-08-01 15:20:42.194227,2406,0.12881054678101753,8,38618,45,Male,New York,CA
1148,2023-08-01 15:20:42.194229,1213,0.28634289508922983,0,30026,61,Female,Houston,CA
1149,2023-08-01 15:20:42.194231,4096,0.30086030224148386,3,7661,84,Male,Chicago,NY
1150,2023-08-01 15:20:42.194233,732,0.25423667747523804,3,26169,51,Male,Los Angeles,CA
1151,2023-08-01 15:20:42.194235,4507,0.22151317765254291,2,16013,58,Male,Houston,FL
1152,2023-08-01 15:20:42.194237,3160,0.18791032523533122,9,48547,76,Female,New York,FL
1153,2023-08-01 15:20:42.194239,2475,0.2541413719459807,5,3912,50,Female,Miami,FL
1154,2023-08-01 15:20:42.194241,1960,0.05987341158399784,5,1705,21,Male,Chicago,TX
1155,2023-08-01 15:20:42.194243,3921,0.10141784178513982,7,27546,26,Male,Los Angeles,IL
1156,2023-08-01 15:20:42.194245,742,0.01893881589989691,4,10887,41,Female,Los Angeles,CA
1157,2023-08-01 15:20:42.194247,505,0.2049492435324134,10,22450,23,Male,Miami,TX
1158,2023-08-01 15:20:42.194249,617,0.13637238525202053,7,47177,68,Male,Miami,FL
1159,2023-08-01 15:20:42.194251,4789,0.2828138175768256,7,48253,68,Female,Houston,IL
1160,2023-08-01 15:20:42.194253,1641,0.35836671463000663,3,49476,37,Male,Miami,FL
1161,2023-08-01 15:20:42.194255,4708,0.2696216113587472,0,39101,31,Female,Miami,IL
1162,2023-08-01 15:20:42.194258,4915,0.05277218799894097,10,32354,20,Male,New York,NY
1163,2023-08-01 15:20:42.194260,4244,0.1909229359398491,7,109,22,Female,Miami,TX
1164,2023-08-01 15:20:42.194262,2173,0.49508051387107316,7,34487,82,Male,New York,CA
1165,2023-08-01 15:20:42.194264,1842,0.34393633388972533,0,27634,41,Female,Los Angeles,FL
1166,2023-08-01 15:20:42.194266,2538,0.3992018304835666,0,18088,79,Female,Miami,TX
1167,2023-08-01 15:20:42.194281,4527,0.4828631862265912,4,8667,26,Female,Miami,TX
1168,2023-08-01 15:20:42.194284,3135,0.1958220066322622,0,5515,81,Male,Miami,IL
1169,2023-08-01 15:20:42.194290,3465,0.033566375542402965,7,41932,31,Male,Los Angeles,NY
1170,2023-08-01 15:20:42.194292,1814,0.09049024098618653,4,19382,43,Male,Los Angeles,IL
1171,2023-08-01 15:20:42.194294,3121,0.18582693722051621,9,18620,35,Female,Houston,TX
1172,2023-08-01 15:20:42.194296,2843,0.23145481463652923,7,28273,49,Male,New York,IL
1173,2023-08-01 15:20:42.194299,4262,0.31580975664910044,0,21626,80,Female,Los Angeles,NY
1174,2023-08-01 15:20:42.194301,2690,0.2929682727440016,0,34116,83,Male,Houston,NY
1175,2023-08-01 15:20:42.194303,2497,0.042643365071500315,7,4118,56,Female,Houston,FL
1176,2023-08-01 15:20:42.194305,2470,0.2214487901368569,2,31210,68,Female,Chicago,FL
1177,2023-08-01 15:20:42.194307,2535,0.37331584645813226,10,33287,46,Female,Houston,TX
1178,2023-08-01 15:20:42.194309,3097,0.3786775288190231,4,32254,72,Female,Chicago,IL
1179,2023-08-01 15:20:42.194311,2836,0.0264308930205319,5,32365,22,Male,Chicago,FL
1180,2023-08-01 15:20:42.194313,2365,0.17762005687079466,5,23810,64,Male,Los Angeles,IL
1181,2023-08-01 15:20:42.194315,3728,0.27453171218529,3,35759,62,Male,Los Angeles,TX
1182,2023-08-01 15:20:42.194317,4725,0.015979505435841812,2,39766,53,Female,Los Angeles,IL
1183,2023-08-01 15:20:42.194319,1293,0.13338153886440685,4,5879,28,Male,Miami,CA
1184,2023-08-01 15:20:42.194322,3825,0.4551407750534779,5,44265,40,Female,New York,IL
1185,2023-08-01 15:20:42.194324,1314,0.1510855120731058,10,2543,30,Female,Los Angeles,NY
1186,2023-08-01 15:20:42.194326,3505,0.059389355477784386,0,26315,77,Male,Los Angeles,TX
1187,2023-08-01 15:20:42.194328,3230,0.4667379584169701,3,15443,22,Male,Los Angeles,IL
1188,2023-08-01 15:20:42.194330,3435,0.021281076345942382,9,27732,48,Female,Los Angeles,FL
1189,2023-08-01 15:20:42.194332,3949,0.04377155428993721,2,40064,57,Female,Houston,IL
1190,2023-08-01 15:20:42.194334,3868,0.4635285713243204,6,34660,63,Male,Chicago,IL
1191,2023-08-01 15:20:42.194336,3976,0.09110505007997198,3,19356,18,Male,Chicago,NY
1192,2023-08-01 15:20:42.194340,2354,0.1626076893823642,2,2808,64,Male,Houston,TX
1193,2023-08-01 15:20:42.194342,1832,0.17424664840649146,3,39324,43,Female,Chicago,CA
1194,2023-08-01 15:20:42.194344,1074,0.21310724625977756,9,43182,55,Female,New York,FL
1195,2023-08-01 15:20:42.194346,885,0.23819305993621848,10,36468,60,Male,Los Angeles,IL
1196,2023-08-01 15:20:42.194349,1454,0.23169536290501977,2,45819,42,Male,Chicago,TX
1197,2023-08-01 15:20:42.194351,2490,0.09110152553970716,4,22459,50,Female,Chicago,NY
1198,2023-08-01 15:20:42.194353,4880,0.2944882916362413,5,19197,45,Male,New York,IL
1199,2023-08-01 15:20:42.194355,3620,0.0972376237661782,3,19916,66,Female,Miami,IL
1200,2023-08-01 15:20:42.194357,4743,0.21316582062624162,7,20906,18,Female,Houston,IL
1201,2023-08-01 15:20:42.194359,2259,0.04286747392032947,6,2582,73,Female,Miami,CA
1202,2023-08-01 15:20:42.194361,1222,0.18119962953417318,0,21008,47,Female,Los Angeles,NY
1203,2023-08-01 15:20:42.194363,3995,0.29785226607469645,0,38358,64,Female,Chicago,TX
1204,2023-08-01 15:20:42.194365,3557,0.26695123197051424,0,26837,55,Male,Chicago,CA
1205,2023-08-01 15:20:42.194367,1446,0.08606772050604912,0,12442,20,Male,New York,TX
1206,2023-08-01 15:20:42.194369,1981,0.4497409008112533,1,47290,72,Male,Chicago,IL
1207,2023-08-01 15:20:42.194371,2323,0.36082639213522477,7,45468,84,Male,Houston,NY
1208,2023-08-01 15:20:42.194374,2990,0.2576988607619565,7,31580,84,Male,Los Angeles,CA
1209,2023-08-01 15:20:42.194376,4175,0.126709562712896,1,8070,49,Female,Los Angeles,FL
1210,2023-08-01 15:20:42.194378,3691,0.40535657299166716,3,41224,71,Male,Houston,TX
1211,2023-08-01 15:20:42.194380,1322,0.4492045510753487,6,4525,24,Male,New York,TX
1212,2023-08-01 15:20:42.194382,2698,0.42558276677877294,2,13959,46,Male,New York,NY
1213,2023-08-01 15:20:42.194384,4677,0.4474091384277177,4,22519,28,Male,New York,NY
1214,2023-08-01 15:20:42.194386,1909,0.18789901397559436,6,14696,54,Male,Los Angeles,FL
1215,2023-08-01 15:20:42.194388,1779,0.2805031186174703,1,7183,41,Male,Houston,NY
1216,2023-08-01 15:20:42.194390,3261,0.2872305437836146,10,24657,31,Male,Los Angeles,NY
1217,2023-08-01 15:20:42.194392,3099,0.35243446804884315,8,23852,39,Female,Los Angeles,CA
1218,2023-08-01 15:20:42.194394,3041,0.49235706854474054,9,11472,54,Female,Chicago,NY
1219,2023-08-01 15:20:42.194396,574,0.4130660991967202,4,26765,58,Female,Chicago,FL
1220,2023-08-01 15:20:42.194399,2581,0.2815472212327388,8,12975,44,Female,Houston,NY
1221,2023-08-01 15:20:42.194401,1145,0.3687704434449406,1,31087,70,Male,Houston,TX
1222,2023-08-01 15:20:42.194403,954,0.2909142453079063,0,35837,79,Female,Houston,CA
1223,2023-08-01 15:20:42.194405,3181,0.2167976691798368,1,35935,71,Female,Houston,NY
1224,2023-08-01 15:20:42.194407,1886,0.10034175113269196,4,11655,43,Female,New York,IL
1225,2023-08-01 15:20:42.194409,4624,0.20075485088056852,7,24163,53,Female,Chicago,NY
1226,2023-08-01 15:20:42.194411,1636,0.3635511019497338,7,28869,72,Male,New York,NY
1227,2023-08-01 15:20:42.194413,3211,0.46904657226913143,4,23963,50,Female,New York,FL
1228,2023-08-01 15:20:42.194415,2285,0.02527973618002949,3,48694,79,Male,Houston,IL
1229,2023-08-01 15:20:42.194417,4960,0.08578934903278575,8,33021,83,Male,New York,TX
1230,2023-08-01 15:20:42.194419,2024,0.17874802870167428,7,38004,18,Male,Houston,IL
1231,2023-08-01 15:20:42.194421,1740,0.35541351934758697,7,45180,56,Male,Los Angeles,NY
1232,2023-08-01 15:20:42.194424,4726,0.048105018598688966,2,20033,29,Female,Los Angeles,NY
1233,2023-08-01 15:20:42.194426,2822,0.16415231283661136,10,4190,66,Male,Houston,IL
1234,2023-08-01 15:20:42.194428,3504,0.3971066438080095,8,28570,64,Female,Chicago,FL
1235,2023-08-01 15:20:42.194430,4607,0.2755314642153955,7,438,25,Female,Los Angeles,IL
1236,2023-08-01 15:20:42.194432,4562,0.40521496245211036,6,2521,42,Female,Chicago,NY
1237,2023-08-01 15:20:42.194434,4226,0.3496558536138931,8,46717,64,Male,Chicago,CA
1238,2023-08-01 15:20:42.194436,3859,0.35573183453268736,6,41460,40,Male,Chicago,FL
1239,2023-08-01 15:20:42.194438,3657,0.4585892658181405,4,24170,26,Female,New York,TX
1240,2023-08-01 15:20:42.194440,3430,0.4629541357344999,1,41886,56,Male,Miami,NY
1241,2023-08-01 15:20:42.194442,3542,0.16635923188919527,9,714,34,Male,New York,NY
1242,2023-08-01 15:20:42.194444,1682,0.18870165223407986,1,16614,54,Female,New York,FL
1243,2023-08-01 15:20:42.194446,3483,0.2261057592565992,6,12751,56,Male,Houston,CA
1244,2023-08-01 15:20:42.194449,4459,0.27435073326391524,5,7664,50,Female,Houston,TX
1245,2023-08-01 15:20:42.194451,4611,0.21914035776088353,1,8602,59,Male,Los Angeles,CA
1246,2023-08-01 15:20:42.194453,1045,0.0204220113166897,6,10096,30,Male,Miami,CA
1247,2023-08-01 15:20:42.194455,4310,0.04431455581626081,3,45184,79,Female,Miami,IL
1248,2023-08-01 15:20:42.194457,2532,0.20694614766852867,4,13084,33,Male,New York,IL
1249,2023-08-01 15:20:42.194459,4011,0.143126615823812,8,37229,47,Male,Chicago,NY
1250,2023-08-01 15:20:42.194461,1420,0.1748215272759268,3,12776,82,Female,New York,TX
1251,2023-08-01 15:20:42.194463,4260,0.06413231543438339,7,32513,35,Female,New York,NY
1252,2023-08-01 15:20:42.194465,4888,0.030625662921817322,0,24657,32,Male,Miami,TX
1253,2023-08-01 15:20:42.194467,1463,0.11694440505388143,9,1928,78,Male,New York,FL
1254,2023-08-01 15:20:42.194469,4568,0.05381139113300716,5,906,73,Male,Miami,CA
1255,2023-08-01 15:20:42.194471,3915,0.23902674051243616,1,48380,69,Female,Chicago,NY
1256,2023-08-01 15:20:42.194474,1384,0.41701483369780606,9,40142,74,Female,Los Angeles,TX
1257,2023-08-01 15:20:42.194476,2765,0.027998649339040678,9,14299,23,Female,New York,NY
1258,2023-08-01 15:20:42.194478,2296,0.318591182268115,6,46700,37,Male,Miami,FL
1259,2023-08-01 15:20:42.194480,2413,0.2672654354215314,10,7757,52,Female,New York,TX
1260,2023-08-01 15:20:42.194482,3237,0.250681307025627,0,47419,20,Female,Miami,NY
1261,2023-08-01 15:20:42.194484,4755,0.23705656662565378,7,33760,31,Male,New York,CA
1262,2023-08-01 15:20:42.194486,1880,0.05482855032489989,8,46107,84,Male,Houston,NY
1263,2023-08-01 15:20:42.194488,3182,0.07346231142857404,8,17702,42,Male,Miami,FL
1264,2023-08-01 15:20:42.194490,1855,0.027356960525087085,7,42620,22,Female,Houston,TX
1265,2023-08-01 15:20:42.194492,1918,0.05262351235659097,7,40159,55,Female,New York,CA
1266,2023-08-01 15:20:42.194499,4472,0.03390395501985482,1,29225,54,Male,Miami,TX
1267,2023-08-01 15:20:42.194501,3887,0.0636397414266824,4,21552,57,Female,Houston,FL
1268,2023-08-01 15:20:42.194503,1824,0.24548742289005754,2,19229,84,Male,Chicago,TX
1269,2023-08-01 15:20:42.194505,2091,0.3344348849522167,7,26672,50,Female,Chicago,CA
1270,2023-08-01 15:20:42.194507,1785,0.2654175529684033,7,2239,76,Male,New York,NY
1271,2023-08-01 15:20:42.194509,2204,0.17366435058516658,8,26392,59,Male,Chicago,IL
1272,2023-08-01 15:20:42.194511,4951,0.3131195753254403,5,22634,22,Male,Miami,NY
1273,2023-08-01 15:20:42.194513,1056,0.4372033285951637,2,47738,59,Female,Houston,IL
1274,2023-08-01 15:20:42.194515,3219,0.17420823858697954,6,36866,19,Female,Los Angeles,FL
1275,2023-08-01 15:20:42.194518,1088,0.25865918954280975,6,10277,30,Female,Los Angeles,FL
1276,2023-08-01 15:20:42.194520,3617,0.16995245248661356,8,34932,77,Female,Chicago,FL
1277,2023-08-01 15:20:42.194524,1507,0.06242051302520962,6,29357,80,Male,Houston,TX
1278,2023-08-01 15:20:42.194526,1935,0.31998472763563457,4,5184,39,Male,Miami,FL
1279,2023-08-01 15:20:42.194528,2387,0.387718513185085,3,47395,34,Female,Los Angeles,TX
1280,2023-08-01 15:20:42.194530,1417,0.3572002822552884,5,21053,67,Female,Chicago,FL
1281,2023-08-01 15:20:42.194532,1186,0.4847501490899888,3,25438,69,Female,Los Angeles,IL
1282,2023-08-01 15:20:42.194534,2928,0.1979700075987547,10,44164,23,Male,New York,TX
1283,2023-08-01 15:20:42.194536,4499,0.38749963472581866,9,30778,43,Female,Chicago,CA
1284,2023-08-01 15:20:42.194538,4053,0.1440770664780163,3,14388,30,Female,Miami,IL
1285,2023-08-01 15:20:42.194540,538,0.2682418071438124,10,23511,49,Male,Chicago,TX
